ImagePath,Type,ImageShape,ImageSize,Herbarium,Bord,Phyllotaxie,TypeFeuille,Ligneux,binaryBord,binaryPhyllotaxie,binaryTypeFeuille,binaryLigneux
Transformed_Dataset\Train\rubus\rubus093.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus094.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus095.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus096.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus097.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus098.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus099.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\rubus\rubus100.jpg,Train,"(512, 512, 3)",786432,rubus,denté,alterné,composée,oui,1,1,1,1
Transformed_Dataset\Train\ulmus\ulmus081.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus082.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus083.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus084.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus085.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus086.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus087.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus088.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus089.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus090.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus091.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus092.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus093.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus094.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus095.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus096.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus097.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus098.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus099.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
Transformed_Dataset\Train\ulmus\ulmus100.jpg,Train,"(512, 512, 3)",786432,ulmus,denté,alterné,simple,oui,1,1,0,1
